Date,AdjClose
10/23/15,115.491004
10/26/15,111.80553
10/27/15,111.097536
10/28/15,115.675272
10/29/15,116.897299
10/30/15,115.898343
11/2/15,117.527709
11/3/15,118.875815
11/4/15,118.322995
11/5/15,117.777553
11/6/15,117.913914
11/9/15,117.43665
11/10/15,113.735401
11/11/15,113.092557
11/12/15,112.712693
11/13/15,109.420527
11/16/15,111.212713
11/17/15,110.735449
11/18/15,114.241891
11/19/15,115.693167
11/20/15,116.199658
11/23/15,114.689936
11/24/15,115.790567
11/25/15,114.962658
11/27/15,114.748374
11/30/15,115.225646
12/1/15,114.290588
12/2/15,113.258137
12/3/15,112.206202
12/4/15,115.936671
12/7/15,115.206161
12/8/15,115.157465
12/9/15,112.615293
12/10/15,113.150995
12/11/15,110.238701
12/14/15,109.556895
12/15/15,107.618605
12/16/15,108.446514
12/17/15,106.147852
12/18/15,103.274512
12/21/15,104.540731
12/22/15,104.443331
12/23/15,105.787465
12/24/15,105.222536
12/28/15,104.043982
12/29/15,105.914084
12/30/15,104.530989
12/31/15,102.524526
1/4/16,102.612183
1/5/16,100.040792
1/6/16,98.083025
1/7/16,93.943473
1/8/16,94.440222
1/11/16,95.96942
1/12/16,97.362258
1/13/16,94.859047
1/14/16,96.93369
1/15/16,94.605802
1/19/16,94.148022
1/20/16,94.274641
1/21/16,93.797377
1/22/16,98.784315
1/25/16,96.855775
1/26/16,97.391477
1/27/16,90.992218
1/28/16,91.644804
1/29/16,94.810344
2/1/16,93.923996
2/2/16,92.024676
2/3/16,93.846074
2/4/16,94.600127
2/5/16,92.073538
2/8/16,93.043048
2/9/16,93.023458
2/10/16,92.318363
2/11/16,91.760163
2/12/16,92.04416
2/16/16,94.6393
2/17/16,96.088664
2/18/16,94.26717
2/19/16,94.051723
2/22/16,94.874329
2/23/16,92.729673
2/24/16,94.110479
2/25/16,94.756818
2/26/16,94.903715
2/29/16,94.688268
3/1/16,98.448766
3/2/16,98.664213
3/3/16,99.398686
3/4/16,100.877427
3/7/16,99.761029
3/8/16,98.938415
3/9/16,99.026556
3/10/16,99.075516
3/11/16,100.142954
3/14/16,100.397566
3/15/16,102.414924
3/16/16,103.776147
3/17/16,103.609668
3/18/16,103.727179
3/21/16,103.717391
3/22/16,104.51062
3/23/16,103.93283
3/24/16,103.482354
3/28/16,103.012296
3/29/16,105.450744
3/30/16,107.291821
3/31/16,106.733621
4/1/16,107.712919
4/4/16,108.81953
4/5/16,107.536645
4/6/16,108.662839
4/7/16,106.292941
4/8/16,106.410459
4/11/16,106.762999
4/12/16,108.153607
4/13/16,109.720482
4/14/16,109.779237
4/15/16,107.575818
4/18/16,105.254888
4/19/16,104.696689
4/20/16,104.912128
4/21/16,103.776147
4/22/16,103.492149
4/25/16,102.904573
4/26/16,102.189682
4/27/16,95.794871
4/28/16,92.866774
4/29/16,91.799336
5/2/16,91.701408
5/3/16,93.209527
5/4/16,92.240024
5/5/16,91.865625
5/6/16,91.353293
5/9/16,91.422261
5/10/16,92.042972
5/11/16,91.146389
5/12/16,89.00837
5/13/16,89.185717
5/16/16,92.49619
5/17/16,92.111939
5/18/16,93.166167
5/19/16,92.811473
5/20/16,93.816442
5/23/16,95.008606
5/24/16,96.456939
5/25/16,98.151587
5/26/16,98.929943
5/27/16,98.870823
5/31/16,98.388047
6/1/16,97.008682
6/2/16,96.279592
6/3/16,96.476641
6/6/16,97.176174
6/7/16,97.57028
6/8/16,97.48161
6/9/16,98.181144
6/10/16,97.373231
6/13/16,95.905188
6/14/16,96.023422
6/15/16,95.708139
6/16/16,96.1121
6/17/16,93.924821
6/20/16,93.698208
6/21/16,94.496274
6/22/16,94.14158
6/23/16,94.683468
6/24/16,92.02327
6/27/16,90.683316
6/28/16,92.210464
6/29/16,93.00853
6/30/16,94.190838
7/1/16,94.476565
7/5/16,93.589829
7/6/16,94.12187
7/7/16,94.525831
7/8/16,95.254921
7/11/16,95.550502
7/12/16,95.984011
7/13/16,95.442123
7/14/16,97.33382
7/15/16,97.323965
7/18/16,98.358491
7/19/16,98.397902
